date,time,day,station,code,min_delay,min_gap,bound,line,vehicle,code_info,latitude,longitude,line_name,month,time_range
2019-05-29,07:24,Wednesday,WILSON STATION,MUCL,3,5,S,YU,6056,Divisional Clerk Related,43°44?03,-79.27,Yonge University Spadina,May,5-9AM
2019-05-29,08:02,Wednesday,DUNDAS WEST STATION,MUIR,3,5,E,BD,5020,Injured or ill Customer (On Train) - Medical Aid Refused,43.3925,-79.27105,Bloor Danforth,May,5-9AM
2019-05-29,08:08,Wednesday,ST CLAIR STATION,MUI,8,10,S,YU,6136,Injured or ill Customer (On Train) - Transported,43.4116,-79.2335,Yonge University Spadina,May,5-9AM
2019-05-29,08:17,Wednesday,YONGE BLOOR BD STATION,MUI,3,5,E,BD,5020,Injured or ill Customer (On Train) - Transported,43.6706,-79.3865,Bloor Danforth,May,5-9AM
2019-05-29,08:59,Wednesday,KING STATION,MUIR,5,7,S,YU,6106,Injured or ill Customer (On Train) - Medical Aid Refused,43.3857,-79.224,Yonge University Spadina,May,5-9AM
2019-05-29,09:05,Wednesday,EGLINTON STATION,MUI,3,5,S,YU,5591,Injured or ill Customer (On Train) - Transported,43.4221,-79.2354,Yonge University Spadina,May,9AM-12PM
2019-05-29,09:58,Wednesday,WELLESLEY STATION,MUIR,6,8,S,YU,6066,Injured or ill Customer (On Train) - Medical Aid Refused,43.3955,-79.2302,Yonge University Spadina,May,9AM-12PM
2019-05-29,10:31,Wednesday,EGLINTON STATION,MUO,3,6,N,YU,5851,Miscellaneous Other,43.4221,-79.2354,Yonge University Spadina,May,9AM-12PM
2019-05-29,11:49,Wednesday,SHEPPARD-YONGE YUS STATION,MUPAA,4,7,N,YU,5686,Passenger Assistance Alarm Activated - No Trouble Found,43.762,-79.4119,Yonge University Spadina,May,9AM-12PM
2019-05-29,12:22,Wednesday,WELLESLEY STATION,MUPAA,3,6,N,YU,5521,Passenger Assistance Alarm Activated - No Trouble Found,43.3955,-79.2302,Yonge University Spadina,May,12-3PM
2019-05-29,13:18,Wednesday,KENNEDY BD STATION,EUNT,3,5,W,BD,5266,Equipment - No Trouble Found,43.4357,-79.1549,Bloor Danforth,May,12-3PM
2019-05-29,13:24,Wednesday,SHEPPARD WEST STATION,MUTO,4,7,S,YU,5626,Misc. Transportation Other - Employee Non-Chargeable,43.7497,-79.4619,Yonge University Spadina,May,12-3PM
2019-05-29,13:45,Wednesday,QUEEN STATION,SUEAS,10,13,N,YU,5466,Emergency Alarm Station Activation,43.3909,-79.2245,Yonge University Spadina,May,12-3PM
2019-05-29,17:32,Wednesday,ST PATRICK STATION,MUIR,3,5,S,YU,5736,Injured or ill Customer (On Train) - Medical Aid Refused,43.3917,-79.2318,Yonge University Spadina,May,3-6PM
2019-05-29,18:25,Wednesday,VAUGHAN MC STATION,TUNIP,3,6,S,YU,6121,Operator Not In Position,43.4739,-79.3139,Yonge University Spadina,May,6-9PM
2019-05-29,22:15,Wednesday,WILSON STATION,MUATC,4,9,S,YU,5781,ATC Project,43°44?03,-79.27,Yonge University Spadina,May,9PM-1:30AM
2019-05-29,22:18,Wednesday,FINCH STATION,TUMVS,4,9,N,YU,6056,Operator Violated Signal,43.7814,-79.415,Yonge University Spadina,May,9PM-1:30AM
2019-05-29,22:55,Wednesday,DUFFERIN STATION,SUAE,4,8,W,BD,5228,Assault / Employee Involved,43.4514,-79.2842,Bloor Danforth,May,9PM-1:30AM
2019-05-30,05:42,Thursday,YORK MILLS STATION,PUSO,4,0,N,YU,6081,S/E/C Department Other,43.7449,-79.4067,Yonge University Spadina,May,5-9AM
2019-05-30,06:10,Thursday,SHEPPARD WEST STATION,MUATC,6,12,N,YU,5626,ATC Project,43.7497,-79.4619,Yonge University Spadina,May,5-9AM
2019-05-30,06:33,Thursday,SHEPPARD WEST STATION,MUO,5,8,N,YU,5991,Miscellaneous Other,43.7497,-79.4619,Yonge University Spadina,May,5-9AM
2019-05-30,06:36,Thursday,VAUGHAN MC STATION,TUSUP,5,9,S,YU,5621,Supervisory Error,43.4739,-79.3139,Yonge University Spadina,May,5-9AM
2019-05-30,07:09,Thursday,KIPLING STATION,MUDD,4,7,E,BD,5233,Door Problems - Debris Related,43.3814,-79.321,Bloor Danforth,May,5-9AM
2019-05-30,07:38,Thursday,MCCOWAN STATION,ERPR,5,10,S,SRT,3023,Propulsion System,43.4629,-79.1506,Scarborough Rail Transit,May,5-9AM
2019-05-30,08:04,Thursday,CHRISTIE STATION,PUSTS,5,7,W,BD,5351,Signals - Train Stops,43.3951,-79.2506,Bloor Danforth,May,5-9AM
2019-05-30,09:05,Thursday,KEELE STATION,MUTO,3,5,W,BD,5254,Misc. Transportation Other - Employee Non-Chargeable,43.392,-79.2735,Bloor Danforth,May,9AM-12PM
2019-05-30,09:44,Thursday,WOODBINE STATION,SUO,4,7,W,BD,5200,Passenger Other,43.4111,-79.1846,Bloor Danforth,May,9AM-12PM
2019-05-30,11:01,Thursday,COXWELL STATION,TUNIP,5,8,W,BD,5037,Operator Not In Position,43.4103,-79.1923,Bloor Danforth,May,9AM-12PM
2019-05-30,11:12,Thursday,LAWRENCE STATION,MUIR,3,6,N,YU,5686,Injured or ill Customer (On Train) - Medical Aid Refused,43.433,-79.248,Yonge University Spadina,May,9AM-12PM
2019-05-30,12:06,Thursday,BESSARION STATION,TUMVS,7,12,E,SHP,6176,Operator Violated Signal,43.4609,-79.2235,Sheppard,May,12-3PM
2019-05-30,12:30,Thursday,SHERBOURNE STATION,MUIR,4,8,E,BD,5340,Injured or ill Customer (On Train) - Medical Aid Refused,43.402,-79.2235,Bloor Danforth,May,12-3PM
2019-05-30,12:58,Thursday,DUNDAS WEST STATION,EUDO,4,7,W,BD,5291,Door Problems - Faulty Equipment,43.3925,-79.27105,Bloor Danforth,May,12-3PM
2019-05-30,13:26,Thursday,JANE STATION,MUPR1,59,62,W,BD,5336,Priority One - Train in Contact With Person,43.3859,-79.2902,Bloor Danforth,May,12-3PM
2019-05-30,15:08,Thursday,ST CLAIR STATION,EUAC,3,5,S,YU,5821,Air Conditioning,43.4116,-79.2335,Yonge University Spadina,May,3-6PM
2019-05-30,15:18,Thursday,ISLINGTON STATION,TUMVS,8,10,W,BD,5046,Operator Violated Signal,43.3843,-79.3128,Bloor Danforth,May,3-6PM
2019-05-30,15:18,Thursday,ST CLAIR WEST STATION,TUO,3,6,N,YU,5486,Transportation Department - Other,43.4116,-79.2335,Yonge University Spadina,May,3-6PM
2019-05-30,15:53,Thursday,COLLEGE STATION,MUPAA,4,6,S,YU,5421,Passenger Assistance Alarm Activated - No Trouble Found,43.3941,-79.2259,Yonge University Spadina,May,3-6PM
2019-05-30,16:05,Thursday,QUEEN'S PARK STATION,MUATC,3,5,S,YU,5916,ATC Project,43.3936,-79.2326,Yonge University Spadina,May,3-6PM
2019-05-30,17:51,Thursday,VAUGHAN MC STATION,TUNIP,4,6,S,YU,5511,Operator Not In Position,43.4739,-79.3139,Yonge University Spadina,May,3-6PM
2019-05-30,17:56,Thursday,SPADINA YUS STATION,MUATC,4,6,N,YU,5596,ATC Project,43.4002,-79.2414,Yonge University Spadina,May,3-6PM
2019-05-30,18:09,Thursday,KENNEDY BD STATION,TUNIP,5,9,W,BD,5044,Operator Not In Position,43.4357,-79.1549,Bloor Danforth,May,6-9PM
2019-05-30,19:57,Thursday,FINCH STATION,EUPI,3,7,S,YU,5446,Propulsion System,43.7814,-79.415,Yonge University Spadina,May,6-9PM
2019-05-30,20:04,Thursday,DUFFERIN STATION,SUUT,12,15,W,BD,5149,Unauthorized at Track Level,43.4514,-79.2842,Bloor Danforth,May,6-9PM
2019-05-31,01:56,Friday,ISLINGTON STATION,SUDP,8,12,W,BD,5053,Disorderly Patron,43.3843,-79.3128,Bloor Danforth,May,9PM-1:30AM
2019-05-31,06:12,Friday,YORKDALE STATION,MUATC,3,7,S,YU,5466,ATC Project,43.7249,79.4488,Yonge University Spadina,May,5-9AM
2019-05-31,06:25,Friday,SHEPPARD WEST STATION,MUO,3,7,N,YU,5846,Miscellaneous Other,43.7497,-79.4619,Yonge University Spadina,May,5-9AM
2019-05-31,07:17,Friday,MCCOWAN STATION,ERPR,5,10,N,SRT,3023,Propulsion System,43.4629,-79.1506,Scarborough Rail Transit,May,5-9AM
2019-05-31,10:54,Friday,WILSON STATION,TUCC,3,6,S,YU,5566,Transit Control Related Problems,43°44?03,-79.27,Yonge University Spadina,May,9AM-12PM
2019-05-31,11:48,Friday,YORK MILLS STATION,EUBK,3,6,S,YU,5396,Brakes,43.7449,-79.4067,Yonge University Spadina,May,9AM-12PM
2019-05-31,12:51,Friday,YORK MILLS STATION,SUUT,8,11,N,YU,6006,Unauthorized at Track Level,43.7449,-79.4067,Yonge University Spadina,May,12-3PM
2019-05-31,13:01,Friday,KENNEDY BD STATION,EUBK,3,6,W,BD,5131,Brakes,43.4357,-79.1549,Bloor Danforth,May,12-3PM
2019-05-31,14:50,Friday,MCCOWAN STATION,ERLV,5,10,S,SRT,3005,Low Voltage,43.4629,-79.1506,Scarborough Rail Transit,May,12-3PM
2019-05-31,15:05,Friday,COXWELL STATION,SUDP,3,6,E,BD,5080,Disorderly Patron,43.4103,-79.1923,Bloor Danforth,May,3-6PM
2019-05-31,17:30,Friday,YONGE BLOOR BD STATION,MUI,5,7,W,BD,5299,Injured or ill Customer (On Train) - Transported,43.6706,-79.3865,Bloor Danforth,May,3-6PM
2019-05-31,17:41,Friday,COXWELL STATION,MUPAA,3,5,W,BD,5200,Passenger Assistance Alarm Activated - No Trouble Found,43.4103,-79.1923,Bloor Danforth,May,3-6PM
2019-05-31,18:46,Friday,SHERBOURNE STATION,SUDP,3,6,W,BD,5234,Disorderly Patron,43.402,-79.2235,Bloor Danforth,May,6-9PM
2019-05-31,22:04,Friday,COXWELL STATION,TUO,3,7,E,BD,5155,Transportation Department - Other,43.4103,-79.1923,Bloor Danforth,May,9PM-1:30AM
2019-06-01,05:52,Saturday,SHEPPARD WEST STATION,TUSUP,3,0,N,YU,6086,Supervisory Error,43.7497,-79.4619,Yonge University Spadina,June,5-9AM
2019-06-01,05:53,Saturday,EGLINTON STATION,TUO,5,0,N,YU,5501,Transportation Department - Other,43.4221,-79.2354,Yonge University Spadina,June,5-9AM
2019-06-01,06:10,Saturday,WILSON STATION,EUYRD,3,8,S,YU,5861,Yard/Carhouse Related Problems,43°44?03,-79.27,Yonge University Spadina,June,5-9AM
2019-06-01,07:23,Saturday,VAUGHAN MC STATION,MUTO,3,8,S,YU,6036,Misc. Transportation Other - Employee Non-Chargeable,43.4739,-79.3139,Yonge University Spadina,June,5-9AM
2019-06-01,07:55,Saturday,VAUGHAN MC STATION,MUTO,4,9,S,YU,5696,Misc. Transportation Other - Employee Non-Chargeable,43.4739,-79.3139,Yonge University Spadina,June,5-9AM
2019-06-01,08:25,Saturday,VAUGHAN MC STATION,TUS,6,11,S,YU,5816,Crew Unable to Maintain Schedule,43.4739,-79.3139,Yonge University Spadina,June,5-9AM
2019-06-01,09:27,Saturday,VAUGHAN MC STATION,MUTO,8,13,S,YU,5426,Misc. Transportation Other - Employee Non-Chargeable,43.4739,-79.3139,Yonge University Spadina,June,9AM-12PM
2019-06-01,10:34,Saturday,EGLINTON STATION,MUTO,3,8,S,YU,5421,Misc. Transportation Other - Employee Non-Chargeable,43.4221,-79.2354,Yonge University Spadina,June,9AM-12PM
2019-06-01,11:03,Saturday,YORK UNIVERSITY STATIO,MUATC,3,7,S,YU,5636,ATC Project,43.7739,-79.4998,Yonge University Spadina,June,9AM-12PM
2019-06-01,11:13,Saturday,ST GEORGE BD STATION,EUBK,14,18,W,BD,5131,Brakes,43.6683,-79.3999,Bloor Danforth,June,9AM-12PM
2019-06-01,13:28,Saturday,SHERBOURNE STATION,MUDD,6,10,W,BD,5110,Door Problems - Debris Related,43.402,-79.2235,Bloor Danforth,June,12-3PM
2019-06-01,14:03,Saturday,FINCH STATION,EUTRD,3,6,S,YU,5781,TR Cab Doors,43.7814,-79.415,Yonge University Spadina,June,12-3PM
2019-06-01,18:15,Saturday,WILSON STATION,SUDP,4,8,S,YU,5566,Disorderly Patron,43°44?03,-79.27,Yonge University Spadina,June,6-9PM
2019-06-01,19:11,Saturday,COLLEGE STATION,MUD,5,8,S,YU,5976,Door Problems - Passenger Related,43.3941,-79.2259,Yonge University Spadina,June,6-9PM
2019-06-01,20:27,Saturday,SHEPPARD-YONGE YUS STATION,SUDP,3,8,N,YU,5996,Disorderly Patron,43.762,-79.4119,Yonge University Spadina,June,6-9PM
2019-06-01,20:34,Saturday,DAVISVILLE STATION,SUDP,3,8,S,YU,5671,Disorderly Patron,43.4152,-79.235,Yonge University Spadina,June,6-9PM
2019-06-01,20:40,Saturday,SHEPPARD-YONGE SHP STATION,SUDP,3,8,E,SHP,6151,Disorderly Patron,43.7614°,-79.4105,Sheppard,June,6-9PM
2019-06-01,21:13,Saturday,KIPLING STATION,SUUT,10,13,W,BD,5333,Unauthorized at Track Level,43.3814,-79.321,Bloor Danforth,June,9PM-1:30AM
2019-06-01,22:19,Saturday,OSGOODE STATION,TUOS,3,8,S,YU,5541,Operator Overshot Platform,43.3903,-79.2312,Yonge University Spadina,June,9PM-1:30AM
2019-06-02,01:15,Sunday,EGLINTON STATION,SUDP,3,8,N,YU,5711,Disorderly Patron,43.4221,-79.2354,Yonge University Spadina,June,9PM-1:30AM
2019-06-02,07:43,Sunday,SHEPPARD WEST STATION,PUSI,6,0,N,YU,6021,Signals or Related Components Failure ,43.7497,-79.4619,Yonge University Spadina,June,5-9AM
2019-06-02,10:29,Sunday,WARDEN STATION,TUKEY,3,7,W,BD,5053,Two Drum Switch Keys Activated,43.4241,-79.1647,Bloor Danforth,June,9AM-12PM
2019-06-02,10:41,Sunday,COXWELL STATION,MUCL,3,7,W,BD,5053,Divisional Clerk Related,43.4103,-79.1923,Bloor Danforth,June,9AM-12PM
2019-06-02,11:59,Sunday,ST GEORGE YUS STATION,PUTDN,3,7,S,YU,5656,#N/A,43.4005,-79.2359,Yonge University Spadina,June,9AM-12PM
2019-06-02,12:21,Sunday,RUNNYMEDE STATION,SUDP,4,8,W,BD,5195,Disorderly Patron,43.3906,-79.2833,Bloor Danforth,June,12-3PM
2019-06-02,16:47,Sunday,EGLINTON STATION,MUPR1,121,125,S,YU,5546,Priority One - Train in Contact With Person,43.4221,-79.2354,Yonge University Spadina,June,3-6PM
2019-06-02,17:43,Sunday,DAVISVILLE STATION,MUPLB,5,9,N,YU,6111,Fire/Smoke Plan B - Source TTC,43.4152,-79.235,Yonge University Spadina,June,3-6PM
2019-06-02,20:55,Sunday,ST CLAIR STATION,EUDO,5,10,N,YU,5641,Door Problems - Faulty Equipment,43.4116,-79.2335,Yonge University Spadina,June,6-9PM
2019-06-02,23:11,Sunday,VAUGHAN MC STATION,TUNIP,6,11,S,YU,6126,Operator Not In Position,43.4739,-79.3139,Yonge University Spadina,June,9PM-1:30AM
2019-06-03,00:44,Monday,FINCH STATION,TUNIP,4,9,S,YU,5916,Operator Not In Position,43.7814,-79.415,Yonge University Spadina,June,9PM-1:30AM
2019-06-03,05:49,Monday,WILSON STATION,PUTWZ,6,8,S,YU,5581,Work Zone Problems - Track,43°44?03,-79.27,Yonge University Spadina,June,5-9AM
2019-06-03,07:16,Monday,SHEPPARD-YONGE YUS STATION,MUTO,3,5,S,YU,5566,Misc. Transportation Other - Employee Non-Chargeable,43.762,-79.4119,Yonge University Spadina,June,5-9AM
2019-06-03,08:21,Monday,WELLESLEY STATION,MUI,14,16,N,YU,5741,Injured or ill Customer (On Train) - Transported,43.3955,-79.2302,Yonge University Spadina,June,5-9AM
2019-06-03,08:34,Monday,ST GEORGE YUS STATION,MUATC,6,8,N,YU,6136,ATC Project,43.4005,-79.2359,Yonge University Spadina,June,5-9AM
2019-06-03,08:39,Monday,YONGE BLOOR YUS STATION,MUIR,3,5,S,YU,5576,Injured or ill Customer (On Train) - Medical Aid Refused,43.4016,-79.2309,Yonge University Spadina,June,5-9AM
2019-06-03,08:44,Monday,ST PATRICK STATION,MUIR,6,8,S,YU,5786,Injured or ill Customer (On Train) - Medical Aid Refused,43.3917,-79.2318,Yonge University Spadina,June,5-9AM
2019-06-03,08:53,Monday,QUEEN'S PARK STATION,MUI,7,9,S,YU,5906,Injured or ill Customer (On Train) - Transported,43.3936,-79.2326,Yonge University Spadina,June,5-9AM
2019-06-03,10:30,Monday,RUNNYMEDE STATION,TUOS,5,8,E,BD,5290,Operator Overshot Platform,43.3906,-79.2833,Bloor Danforth,June,9AM-12PM
2019-06-03,12:51,Monday,YONGE BLOOR YUS STATION,SUDP,4,7,N,YU,6011,Disorderly Patron,43.4016,-79.2309,Yonge University Spadina,June,12-3PM
2019-06-03,15:51,Monday,SHEPPARD WEST STATION,MUTO,3,6,S,YU,5426,Misc. Transportation Other - Employee Non-Chargeable,43.7497,-79.4619,Yonge University Spadina,June,3-6PM
2019-06-03,15:58,Monday,SHEPPARD-YONGE YUS STATION,MUPAA,3,6,N,YU,5491,Passenger Assistance Alarm Activated - No Trouble Found,43.762,-79.4119,Yonge University Spadina,June,3-6PM
2019-06-03,16:44,Monday,FINCH STATION,EUBO,2,4,N,YU,5871,Body,43.7814,-79.415,Yonge University Spadina,June,3-6PM
2019-06-03,18:30,Monday,HIGH PARK STATION,MUSC,16,18,E,BD,5146,Miscellaneous Speed Control,43.3914,-79.28,Bloor Danforth,June,6-9PM
2019-06-03,19:16,Monday,BROADVIEW STATION,MUI,8,11,E,BD,5319,Injured or ill Customer (On Train) - Transported,43.4037,-79.213,Bloor Danforth,June,6-9PM
2019-06-03,19:21,Monday,DUNDAS STATION,SUDP,3,5,S,YU,5496,Disorderly Patron,43.6563,-79.3805,Yonge University Spadina,June,6-9PM
2019-06-03,22:54,Monday,YONGE BLOOR YUS STATION,SUDP,6,11,N,YU,5386,Disorderly Patron,43.4016,-79.2309,Yonge University Spadina,June,9PM-1:30AM
2019-06-03,23:51,Monday,WOODBINE STATION,TUS,4,9,E,BD,5092,Crew Unable to Maintain Schedule,43.4111,-79.1846,Bloor Danforth,June,9PM-1:30AM
2019-06-04,01:08,Tuesday,FINCH STATION,MUI,5,10,S,YU,5386,Injured or ill Customer (On Train) - Transported,43.7814,-79.415,Yonge University Spadina,June,9PM-1:30AM
2019-06-04,01:30,Tuesday,RUNNYMEDE STATION,MUDD,3,7,E,BD,5516,Door Problems - Debris Related,43.3906,-79.2833,Bloor Danforth,June,9PM-1:30AM
2019-06-04,06:42,Tuesday,PAPE STATION,MUIR,5,7,W,BD,5045,Injured or ill Customer (On Train) - Medical Aid Refused,43.4048,-79.2042,Bloor Danforth,June,5-9AM
2019-06-04,07:18,Tuesday,YORK MILLS STATION,PUSSW,5,7,S,YU,5446,Track Switch Failure - Signal Related Problem,43.7449,-79.4067,Yonge University Spadina,June,5-9AM
2019-06-04,07:44,Tuesday,KENNEDY BD STATION,EUSC,3,5,E,BD,5175,Speed Control Equipment  ,43.4357,-79.1549,Bloor Danforth,June,5-9AM
2019-06-04,08:57,Tuesday,VICTORIA PARK STATION,TUMVS,3,5,W,BD,5035,Operator Violated Signal,43.4142,-79.1719,Bloor Danforth,June,5-9AM
2019-06-04,10:45,Tuesday,WILSON STATION,TUCC,7,10,S,YU,5941,Transit Control Related Problems,43°44?03,-79.27,Yonge University Spadina,June,9AM-12PM
2019-06-04,11:35,Tuesday,VICTORIA PARK STATION,TUMVS,4,7,W,BD,5101,Operator Violated Signal,43.4142,-79.1719,Bloor Danforth,June,9AM-12PM
2019-06-04,12:33,Tuesday,DAVISVILLE STATION,PUSTS,6,9,N,YU,5761,Signals - Train Stops,43.4152,-79.235,Yonge University Spadina,June,12-3PM
2019-06-04,13:59,Tuesday,GLENCAIRN STATION,MUATC,3,6,S,YU,5646,ATC Project,43.4232,79.2627,Yonge University Spadina,June,12-3PM
2019-06-04,14:18,Tuesday,KIPLING STATION,MUI,3,7,E,BD,5110,Injured or ill Customer (On Train) - Transported,43.3814,-79.321,Bloor Danforth,June,12-3PM
2019-06-04,15:43,Tuesday,DONLANDS STATION,MUIR,4,7,E,BD,5240,Injured or ill Customer (On Train) - Medical Aid Refused,43.681111,-79.337778,Bloor Danforth,June,3-6PM
2019-06-04,16:51,Tuesday,COXWELL STATION,TUNIP,3,5,W,BD,5049,Operator Not In Position,43.4103,-79.1923,Bloor Danforth,June,3-6PM
2019-06-04,16:59,Tuesday,LAWRENCE WEST STATION,SUDP,7,9,S,YU,5556,Disorderly Patron,?43.4257,-79.2639,Yonge University Spadina,June,3-6PM
2019-06-04,17:16,Tuesday,ST GEORGE YUS STATION,EUBK,13,15,N,YU,5811,Brakes,43.4005,-79.2359,Yonge University Spadina,June,3-6PM
2019-06-04,18:25,Tuesday,FINCH STATION,PUSNT,5,7,N,YU,5596,Signal Problem - No Trouble,43.7814,-79.415,Yonge University Spadina,June,6-9PM
2019-06-04,18:48,Tuesday,OSGOODE STATION,MUIR,12,15,N,YU,5421,Injured or ill Customer (On Train) - Medical Aid Refused,43.3903,-79.2312,Yonge University Spadina,June,6-9PM
2019-06-04,19:04,Tuesday,SUMMERHILL STATION,MUIR,4,7,N,YU,6041,Injured or ill Customer (On Train) - Medical Aid Refused,43.4056,-79.2327,Yonge University Spadina,June,6-9PM
2019-06-04,20:02,Tuesday,SPADINA BD STATION,SUDP,3,6,W,BD,5349,Disorderly Patron,43.4002,-79.2414,Bloor Danforth,June,6-9PM
2019-06-04,20:40,Tuesday,BROADVIEW STATION,SUDP,3,7,W,BD,5195,Disorderly Patron,43.4037,-79.213,Bloor Danforth,June,6-9PM
2019-06-04,22:10,Tuesday,VAUGHAN MC STATION,TUO,5,10,S,YU,5771,Transportation Department - Other,43.4739,-79.3139,Yonge University Spadina,June,9PM-1:30AM
2019-06-04,23:02,Tuesday,CASTLE FRANK STATION,MUPLB,3,7,E,BD,5248,Fire/Smoke Plan B - Source TTC,43.4025,-79.2208,Bloor Danforth,June,9PM-1:30AM
2019-06-04,23:08,Tuesday,GREENWOOD STATION,MUO,4,8,W,BD,5121,Miscellaneous Other,43.4057,-79.1949,Bloor Danforth,June,9PM-1:30AM
2019-06-04,23:25,Tuesday,KENNEDY BD STATION,MUI,4,8,W,BD,5254,Injured or ill Customer (On Train) - Transported,43.4357,-79.1549,Bloor Danforth,June,9PM-1:30AM
2019-06-05,01:25,Wednesday,YONGE BLOOR BD STATION,EUPI,3,7,W,BD,5289,Propulsion System,43.6706,-79.3865,Bloor Danforth,June,9PM-1:30AM
2019-06-05,06:55,Wednesday,YORKDALE STATION,MUATC,3,5,S,YU,5636,ATC Project,43.7249,79.4488,Yonge University Spadina,June,5-9AM
2019-06-05,07:07,Wednesday,KENNEDY BD STATION,EUDO,3,5,W,BD,5195,Door Problems - Faulty Equipment,43.4357,-79.1549,Bloor Danforth,June,5-9AM
2019-06-05,07:35,Wednesday,FINCH STATION,MUTO,3,5,S,YU,0,Misc. Transportation Other - Employee Non-Chargeable,43.7814,-79.415,Yonge University Spadina,June,5-9AM
2019-06-05,08:01,Wednesday,KEELE STATION,MUDD,6,8,W,BD,5083,Door Problems - Debris Related,43.392,-79.2735,Bloor Danforth,June,5-9AM
2019-06-05,08:26,Wednesday,EGLINTON STATION,MUIR,3,5,S,YU,6016,Injured or ill Customer (On Train) - Medical Aid Refused,43.4221,-79.2354,Yonge University Spadina,June,5-9AM
2019-06-05,13:21,Wednesday,ROSEDALE STATION,TUOS,5,8,N,YU,5796,Operator Overshot Platform,43.4037,-79.232,Yonge University Spadina,June,12-3PM
2019-06-05,15:17,Wednesday,FINCH WEST STATION,EUBK,13,16,N,YU,5811,Brakes,43.465,-79.2453,Yonge University Spadina,June,3-6PM
2019-06-05,15:37,Wednesday,FINCH STATION,TUO,3,6,S,YU,5771,Transportation Department - Other,43.7814,-79.415,Yonge University Spadina,June,3-6PM
2019-06-05,15:57,Wednesday,KIPLING STATION,MUSC,3,5,E,BD,5278,Miscellaneous Speed Control,43.3814,-79.321,Bloor Danforth,June,3-6PM
2019-06-05,17:59,Wednesday,YORK MILLS STATION,MUIR,3,5,N,YU,6011,Injured or ill Customer (On Train) - Medical Aid Refused,43.7449,-79.4067,Yonge University Spadina,June,3-6PM
2019-06-05,19:35,Wednesday,LANSDOWNE STATION,MUIR,4,7,E,BD,5304,Injured or ill Customer (On Train) - Medical Aid Refused,43.3933,-79.2634,Bloor Danforth,June,6-9PM
2019-06-05,22:44,Wednesday,BATHURST STATION,MUIR,7,11,W,BD,5028,Injured or ill Customer (On Train) - Medical Aid Refused,43.3958,-79.244,Bloor Danforth,June,9PM-1:30AM
2019-06-06,01:00,Thursday,LAWRENCE EAST STATION,SRCOL,19,24,S,SRT,3024,Collector Booth Alarm Activated,43.4501,-79.1613,Scarborough Rail Transit,June,9PM-1:30AM
2019-06-06,06:13,Thursday,LAWRENCE EAST STATION,ERDO,3,8,S,SRT,3008,Door Problems - Faulty Equipment,43.4501,-79.1613,Scarborough Rail Transit,June,5-9AM
2019-06-06,06:16,Thursday,MCCOWAN STATION,TRNIP,3,8,S,SRT,3016,Operator Not In Position,43.4629,-79.1506,Scarborough Rail Transit,June,5-9AM
2019-06-06,06:23,Thursday,KENNEDY SRT STATION,TRO,3,8,N,SRT,3014,Transportation Department - Other,43.7325,-79.2636,Scarborough Rail Transit,June,5-9AM
2019-06-06,06:36,Thursday,MIDLAND STATION,ERDO,4,9,S,SRT,3001,Door Problems - Faulty Equipment,43.46135,-79.1619,Scarborough Rail Transit,June,5-9AM
2019-06-06,08:24,Thursday,WELLESLEY STATION,MUIR,3,5,S,YU,5471,Injured or ill Customer (On Train) - Medical Aid Refused,43.3955,-79.2302,Yonge University Spadina,June,5-9AM
2019-06-06,09:28,Thursday,BAYVIEW STATION,PUEO,4,9,W,SHP,6156,#N/A,43.4601,-79.2312,Sheppard,June,9AM-12PM
2019-06-06,10:20,Thursday,DONLANDS STATION,EUDO,7,10,W,BD,5206,Door Problems - Faulty Equipment,43.681111,-79.337778,Bloor Danforth,June,9AM-12PM
2019-06-06,11:47,Thursday,KENNEDY SRT STATION,ERRA,3,9,N,SRT,3003,Radio,43.7325,-79.2636,Scarborough Rail Transit,June,9AM-12PM
2019-06-06,15:12,Thursday,VAUGHAN MC STATION,MUTO,5,8,S,YU,6106,Misc. Transportation Other - Employee Non-Chargeable,43.4739,-79.3139,Yonge University Spadina,June,3-6PM
2019-06-06,16:19,Thursday,COLLEGE STATION,MUPAA,3,5,N,YU,5951,Passenger Assistance Alarm Activated - No Trouble Found,43.3941,-79.2259,Yonge University Spadina,June,3-6PM
2019-06-06,17:13,Thursday,DUPONT STATION,SUDP,4,6,N,YU,5931,Disorderly Patron,43.4029,-79.2425,Yonge University Spadina,June,3-6PM
2019-06-06,17:20,Thursday,EGLINTON WEST STATION,SUDP,9,11,N,YU,5406,Disorderly Patron,43.4157,-79.2609,Yonge University Spadina,June,3-6PM
2019-06-06,17:30,Thursday,KING STATION,EUME,16,18,N,YU,6046,RC&S Maintenance Error - (Human),43.3857,-79.224,Yonge University Spadina,June,3-6PM
2019-06-06,18:00,Thursday,QUEEN STATION,MUO,3,5,S,YU,5641,Miscellaneous Other,43.3909,-79.2245,Yonge University Spadina,June,6-9PM
2019-06-06,18:04,Thursday,VAUGHAN MC STATION,TUNIP,5,7,S,YU,6106,Operator Not In Position,43.4739,-79.3139,Yonge University Spadina,June,6-9PM
2019-06-06,18:20,Thursday,YORK MILLS STATION,MUPAA,4,6,N,YU,6131,Passenger Assistance Alarm Activated - No Trouble Found,43.7449,-79.4067,Yonge University Spadina,June,6-9PM
2019-06-06,18:22,Thursday,FINCH STATION,TUNIP,3,6,S,YU,6101,Operator Not In Position,43.7814,-79.415,Yonge University Spadina,June,6-9PM
